num,STATISTIČNA REGIJA,LETO,KAZALNIK
84.7,Gorenjska,2009,Indeks delovne migracije
86,Gorenjska,2009,Indeks delovne migracije za moške
83.1,Gorenjska,2009,Indeks delovne migracije za ženske
24.9,Gorenjska,2009,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
24.7,Gorenjska,2009,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
25.2,Gorenjska,2009,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
75.1,Gorenjska,2009,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
75.3,Gorenjska,2009,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
74.8,Gorenjska,2009,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
84.9,Gorenjska,2010,Indeks delovne migracije
86.1,Gorenjska,2010,Indeks delovne migracije za moške
83.3,Gorenjska,2010,Indeks delovne migracije za ženske
25.8,Gorenjska,2010,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
25.4,Gorenjska,2010,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
26.3,Gorenjska,2010,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
74.2,Gorenjska,2010,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
74.6,Gorenjska,2010,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
73.7,Gorenjska,2010,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
84.2,Gorenjska,2011,Indeks delovne migracije
85.5,Gorenjska,2011,Indeks delovne migracije za moške
82.6,Gorenjska,2011,Indeks delovne migracije za ženske
26.4,Gorenjska,2011,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
25.9,Gorenjska,2011,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
26.9,Gorenjska,2011,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
73.6,Gorenjska,2011,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
74.1,Gorenjska,2011,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
73.1,Gorenjska,2011,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
83.6,Gorenjska,2012,Indeks delovne migracije
85.5,Gorenjska,2012,Indeks delovne migracije za moške
81.3,Gorenjska,2012,Indeks delovne migracije za ženske
26.8,Gorenjska,2012,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
26.2,Gorenjska,2012,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
27.5,Gorenjska,2012,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
73.2,Gorenjska,2012,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
73.8,Gorenjska,2012,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
72.5,Gorenjska,2012,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
83.9,Gorenjska,2013,Indeks delovne migracije
86.1,Gorenjska,2013,Indeks delovne migracije za moške
81.4,Gorenjska,2013,Indeks delovne migracije za ženske
26.8,Gorenjska,2013,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
26.1,Gorenjska,2013,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
27.5,Gorenjska,2013,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
73.2,Gorenjska,2013,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
73.9,Gorenjska,2013,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
72.5,Gorenjska,2013,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
83.9,Gorenjska,2014,Indeks delovne migracije
86.6,Gorenjska,2014,Indeks delovne migracije za moške
80.8,Gorenjska,2014,Indeks delovne migracije za ženske
27.1,Gorenjska,2014,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
26.2,Gorenjska,2014,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
28.2,Gorenjska,2014,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
72.9,Gorenjska,2014,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
73.8,Gorenjska,2014,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
71.8,Gorenjska,2014,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
84,Gorenjska,2015,Indeks delovne migracije
87,Gorenjska,2015,Indeks delovne migracije za moške
80.4,Gorenjska,2015,Indeks delovne migracije za ženske
27.2,Gorenjska,2015,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
25.9,Gorenjska,2015,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
28.6,Gorenjska,2015,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
72.8,Gorenjska,2015,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
74.1,Gorenjska,2015,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
71.4,Gorenjska,2015,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
83.9,Gorenjska,2016,Indeks delovne migracije
87.4,Gorenjska,2016,Indeks delovne migracije za moške
79.8,Gorenjska,2016,Indeks delovne migracije za ženske
27.7,Gorenjska,2016,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
26.1,Gorenjska,2016,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
29.5,Gorenjska,2016,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
72.3,Gorenjska,2016,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
73.9,Gorenjska,2016,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
70.5,Gorenjska,2016,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
84.7,Gorenjska,2017,Indeks delovne migracije
88.8,Gorenjska,2017,Indeks delovne migracije za moške
79.9,Gorenjska,2017,Indeks delovne migracije za ženske
27.5,Gorenjska,2017,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
25.6,Gorenjska,2017,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
29.7,Gorenjska,2017,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
72.5,Gorenjska,2017,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
74.4,Gorenjska,2017,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
70.3,Gorenjska,2017,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
85.9,Gorenjska,2018,Indeks delovne migracije
90.5,Gorenjska,2018,Indeks delovne migracije za moške
80.5,Gorenjska,2018,Indeks delovne migracije za ženske
27.1,Gorenjska,2018,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
25.1,Gorenjska,2018,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
29.5,Gorenjska,2018,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
72.9,Gorenjska,2018,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
74.9,Gorenjska,2018,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
70.5,Gorenjska,2018,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
85.6,Gorenjska,2019,Indeks delovne migracije
90.5,Gorenjska,2019,Indeks delovne migracije za moške
79.8,Gorenjska,2019,Indeks delovne migracije za ženske
27.4,Gorenjska,2019,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
25.2,Gorenjska,2019,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
30,Gorenjska,2019,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
72.6,Gorenjska,2019,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
74.8,Gorenjska,2019,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
70,Gorenjska,2019,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
83.6,Gorenjska,2020,Indeks delovne migracije
88.3,Gorenjska,2020,Indeks delovne migracije za moške
77.9,Gorenjska,2020,Indeks delovne migracije za ženske
29.7,Gorenjska,2020,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
27.7,Gorenjska,2020,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
32,Gorenjska,2020,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
70.3,Gorenjska,2020,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
72.3,Gorenjska,2020,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
68,Gorenjska,2020,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
79.5,Primorsko-notranjska,2009,Indeks delovne migracije
78.5,Primorsko-notranjska,2009,Indeks delovne migracije za moške
80.9,Primorsko-notranjska,2009,Indeks delovne migracije za ženske
33.4,Primorsko-notranjska,2009,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
35.2,Primorsko-notranjska,2009,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
31.2,Primorsko-notranjska,2009,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
66.6,Primorsko-notranjska,2009,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
64.8,Primorsko-notranjska,2009,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
68.8,Primorsko-notranjska,2009,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
78.3,Primorsko-notranjska,2010,Indeks delovne migracije
76.9,Primorsko-notranjska,2010,Indeks delovne migracije za moške
80.1,Primorsko-notranjska,2010,Indeks delovne migracije za ženske
34.5,Primorsko-notranjska,2010,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
36.4,Primorsko-notranjska,2010,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
32.1,Primorsko-notranjska,2010,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
65.5,Primorsko-notranjska,2010,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
63.6,Primorsko-notranjska,2010,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
67.9,Primorsko-notranjska,2010,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
73.6,Primorsko-notranjska,2011,Indeks delovne migracije
71,Primorsko-notranjska,2011,Indeks delovne migracije za moške
77.1,Primorsko-notranjska,2011,Indeks delovne migracije za ženske
37.6,Primorsko-notranjska,2011,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
40.2,Primorsko-notranjska,2011,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
34.2,Primorsko-notranjska,2011,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
62.4,Primorsko-notranjska,2011,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
59.8,Primorsko-notranjska,2011,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
65.8,Primorsko-notranjska,2011,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
75.4,Primorsko-notranjska,2012,Indeks delovne migracije
73.5,Primorsko-notranjska,2012,Indeks delovne migracije za moške
77.8,Primorsko-notranjska,2012,Indeks delovne migracije za ženske
36.8,Primorsko-notranjska,2012,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
38.9,Primorsko-notranjska,2012,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
34.2,Primorsko-notranjska,2012,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
63.2,Primorsko-notranjska,2012,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
61.1,Primorsko-notranjska,2012,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
65.8,Primorsko-notranjska,2012,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
74.9,Primorsko-notranjska,2013,Indeks delovne migracije
73,Primorsko-notranjska,2013,Indeks delovne migracije za moške
77.4,Primorsko-notranjska,2013,Indeks delovne migracije za ženske
37,Primorsko-notranjska,2013,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
39,Primorsko-notranjska,2013,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
34.5,Primorsko-notranjska,2013,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
63,Primorsko-notranjska,2013,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
61,Primorsko-notranjska,2013,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
65.5,Primorsko-notranjska,2013,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
75.2,Primorsko-notranjska,2014,Indeks delovne migracije
73.6,Primorsko-notranjska,2014,Indeks delovne migracije za moške
77.2,Primorsko-notranjska,2014,Indeks delovne migracije za ženske
37.1,Primorsko-notranjska,2014,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
38.7,Primorsko-notranjska,2014,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
34.9,Primorsko-notranjska,2014,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
62.9,Primorsko-notranjska,2014,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
61.3,Primorsko-notranjska,2014,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
65.1,Primorsko-notranjska,2014,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
74.6,Primorsko-notranjska,2015,Indeks delovne migracije
73.1,Primorsko-notranjska,2015,Indeks delovne migracije za moške
76.6,Primorsko-notranjska,2015,Indeks delovne migracije za ženske
37.7,Primorsko-notranjska,2015,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
39.4,Primorsko-notranjska,2015,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
35.5,Primorsko-notranjska,2015,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
62.3,Primorsko-notranjska,2015,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
60.6,Primorsko-notranjska,2015,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
64.5,Primorsko-notranjska,2015,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
74.3,Primorsko-notranjska,2016,Indeks delovne migracije
72.7,Primorsko-notranjska,2016,Indeks delovne migracije za moške
76.4,Primorsko-notranjska,2016,Indeks delovne migracije za ženske
38.2,Primorsko-notranjska,2016,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
40.1,Primorsko-notranjska,2016,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
35.8,Primorsko-notranjska,2016,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
61.8,Primorsko-notranjska,2016,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
59.9,Primorsko-notranjska,2016,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
64.2,Primorsko-notranjska,2016,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
72.6,Primorsko-notranjska,2017,Indeks delovne migracije
71.5,Primorsko-notranjska,2017,Indeks delovne migracije za moške
73.9,Primorsko-notranjska,2017,Indeks delovne migracije za ženske
39.6,Primorsko-notranjska,2017,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
41.4,Primorsko-notranjska,2017,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
37.2,Primorsko-notranjska,2017,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
60.4,Primorsko-notranjska,2017,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
58.6,Primorsko-notranjska,2017,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
62.8,Primorsko-notranjska,2017,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
72.4,Primorsko-notranjska,2018,Indeks delovne migracije
71.1,Primorsko-notranjska,2018,Indeks delovne migracije za moške
74.1,Primorsko-notranjska,2018,Indeks delovne migracije za ženske
39.7,Primorsko-notranjska,2018,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
41.5,Primorsko-notranjska,2018,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
37.4,Primorsko-notranjska,2018,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
60.3,Primorsko-notranjska,2018,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
58.5,Primorsko-notranjska,2018,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
62.6,Primorsko-notranjska,2018,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
71.4,Primorsko-notranjska,2019,Indeks delovne migracije
69.9,Primorsko-notranjska,2019,Indeks delovne migracije za moške
73.4,Primorsko-notranjska,2019,Indeks delovne migracije za ženske
40.6,Primorsko-notranjska,2019,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
42.5,Primorsko-notranjska,2019,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
38.1,Primorsko-notranjska,2019,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
59.4,Primorsko-notranjska,2019,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
57.5,Primorsko-notranjska,2019,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
61.9,Primorsko-notranjska,2019,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
71.1,Primorsko-notranjska,2020,Indeks delovne migracije
69.6,Primorsko-notranjska,2020,Indeks delovne migracije za moške
73.1,Primorsko-notranjska,2020,Indeks delovne migracije za ženske
41.6,Primorsko-notranjska,2020,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
43.6,Primorsko-notranjska,2020,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
39,Primorsko-notranjska,2020,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
58.4,Primorsko-notranjska,2020,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
56.4,Primorsko-notranjska,2020,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
61,Primorsko-notranjska,2020,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
97,Goriška,2009,Indeks delovne migracije
97.7,Goriška,2009,Indeks delovne migracije za moške
96.2,Goriška,2009,Indeks delovne migracije za ženske
12.6,Goriška,2009,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
13.5,Goriška,2009,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
11.5,Goriška,2009,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
87.4,Goriška,2009,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
86.5,Goriška,2009,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
88.5,Goriška,2009,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
96.6,Goriška,2010,Indeks delovne migracije
97.2,Goriška,2010,Indeks delovne migracije za moške
95.9,Goriška,2010,Indeks delovne migracije za ženske
13.2,Goriška,2010,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
14.3,Goriška,2010,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
11.9,Goriška,2010,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
86.8,Goriška,2010,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
85.7,Goriška,2010,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
88.1,Goriška,2010,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
96.7,Goriška,2011,Indeks delovne migracije
97.1,Goriška,2011,Indeks delovne migracije za moške
96.1,Goriška,2011,Indeks delovne migracije za ženske
13.5,Goriška,2011,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
14.8,Goriška,2011,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
11.9,Goriška,2011,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
86.5,Goriška,2011,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
85.2,Goriška,2011,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
88.1,Goriška,2011,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
96,Goriška,2012,Indeks delovne migracije
96.1,Goriška,2012,Indeks delovne migracije za moške
96,Goriška,2012,Indeks delovne migracije za ženske
13.9,Goriška,2012,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
15.3,Goriška,2012,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
12.2,Goriška,2012,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
86.1,Goriška,2012,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
84.7,Goriška,2012,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
87.8,Goriška,2012,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
96.3,Goriška,2013,Indeks delovne migracije
96.3,Goriška,2013,Indeks delovne migracije za moške
96.2,Goriška,2013,Indeks delovne migracije za ženske
13.8,Goriška,2013,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
15.1,Goriška,2013,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
12.2,Goriška,2013,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
86.2,Goriška,2013,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
84.9,Goriška,2013,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
87.8,Goriška,2013,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
96.2,Goriška,2014,Indeks delovne migracije
96.2,Goriška,2014,Indeks delovne migracije za moške
96.1,Goriška,2014,Indeks delovne migracije za ženske
14.3,Goriška,2014,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
15.6,Goriška,2014,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
12.6,Goriška,2014,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
85.7,Goriška,2014,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
84.4,Goriška,2014,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
87.4,Goriška,2014,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
95.7,Goriška,2015,Indeks delovne migracije
95.9,Goriška,2015,Indeks delovne migracije za moške
95.5,Goriška,2015,Indeks delovne migracije za ženske
14.6,Goriška,2015,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
15.8,Goriška,2015,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
13.1,Goriška,2015,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
85.4,Goriška,2015,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
84.2,Goriška,2015,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
86.9,Goriška,2015,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
96.3,Goriška,2016,Indeks delovne migracije
96.8,Goriška,2016,Indeks delovne migracije za moške
95.7,Goriška,2016,Indeks delovne migracije za ženske
14.8,Goriška,2016,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
16,Goriška,2016,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
13.4,Goriška,2016,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
85.2,Goriška,2016,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
84,Goriška,2016,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
86.6,Goriška,2016,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
97.1,Goriška,2017,Indeks delovne migracije
98.2,Goriška,2017,Indeks delovne migracije za moške
95.7,Goriška,2017,Indeks delovne migracije za ženske
15.1,Goriška,2017,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
15.8,Goriška,2017,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
14.3,Goriška,2017,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
84.9,Goriška,2017,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
84.2,Goriška,2017,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
85.7,Goriška,2017,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
93.5,Goriška,2018,Indeks delovne migracije
93.4,Goriška,2018,Indeks delovne migracije za moške
93.5,Goriška,2018,Indeks delovne migracije za ženske
17.2,Goriška,2018,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
18.4,Goriška,2018,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
15.7,Goriška,2018,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
82.8,Goriška,2018,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
81.6,Goriška,2018,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
84.3,Goriška,2018,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
95.3,Goriška,2019,Indeks delovne migracije
95.7,Goriška,2019,Indeks delovne migracije za moške
94.8,Goriška,2019,Indeks delovne migracije za ženske
15.7,Goriška,2019,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
16.5,Goriška,2019,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
14.7,Goriška,2019,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
84.3,Goriška,2019,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v regiji prebivališča"
83.5,Goriška,2019,"Delovno aktivni moški [brez kmetov], ki delajo v regiji prebivališča"
85.3,Goriška,2019,"Delovno aktivne ženske [brez kmetic], ki delajo v regiji prebivališča"
94.9,Goriška,2020,Indeks delovne migracije
96.1,Goriška,2020,Indeks delovne migracije za moške
93.3,Goriška,2020,Indeks delovne migracije za ženske
16.9,Goriška,2020,"Delovni migranti [brez kmetov], ki delajo zunaj regije prebivališča"
17.3,Goriška,2020,"Delovni migranti, moški [brez kmetov], ki delajo zunaj regije prebivališča"
16.3,Goriška,2020,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj regije prebivališča"
